2010-11-04 23:36:58 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:36:58 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-04 23:37:12 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:37:12 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-04 23:38:18 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:38:18 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-04 23:39:06 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:39:06 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-04 23:42:04 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:42:04 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-04 23:43:28 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-04 23:43:28 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-06 00:58:46 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-06 00:58:46 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-06 00:58:48 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-06 00:58:48 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-06 00:59:34 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-06 00:59:34 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-06 00:59:46 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 684]
2010-11-06 00:59:46 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/debugger.php, line 688]
2010-11-07 01:07:56 Notice: Notice (8): Undefined variable: post in [/Users/mjparinas/Documents/Zimity-Web/app/views/imprints/index.ctp, line 13]
2010-11-07 01:07:59 Notice: Notice (8): Undefined variable: post in [/Users/mjparinas/Documents/Zimity-Web/app/views/imprints/index.ctp, line 13]
2010-11-07 01:08:29 Notice: Notice (8): Undefined index: id in [/Users/mjparinas/Documents/Zimity-Web/app/views/imprints/index.ctp, line 13]
2010-11-07 01:08:31 Notice: Notice (8): Undefined index: id in [/Users/mjparinas/Documents/Zimity-Web/app/views/imprints/index.ctp, line 13]
2010-11-07 01:32:53 Notice: Notice (8): Undefined index: id in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/model/model.php, line 1329]
2010-11-07 01:32:55 Notice: Notice (8): Undefined index: id in [/Users/mjparinas/Documents/Zimity-Web/cake/libs/model/model.php, line 1329]
2010-11-08 00:14:17 Notice: Notice (8): Use of undefined constant ’0123456789abcdefghijklmnopqrstuvwxyz’ - assumed '’0123456789abcdefghijklmnopqrstuvwxyz’' in [/Users/mjparinas/Documents/Zimity-Web/app/controllers/imprints_controller.php, line 4]
2010-11-08 00:14:17 Notice: Notice (8): Use of undefined constant ” - assumed '”' in [/Users/mjparinas/Documents/Zimity-Web/app/controllers/imprints_controller.php, line 5]
2010-11-08 00:14:37 Notice: Notice (8): Use of undefined constant ’0123456789abcdefghijklmnopqrstuvwxyz’ - assumed '’0123456789abcdefghijklmnopqrstuvwxyz’' in [/Users/mjparinas/Documents/Zimity-Web/app/controllers/imprints_controller.php, line 4]
2010-11-08 00:14:37 Notice: Notice (8): Use of undefined constant ” - assumed '”' in [/Users/mjparinas/Documents/Zimity-Web/app/controllers/imprints_controller.php, line 5]
